'.net';'.net';'true';'true'
'acl';'acl';'true';'false'
'activemq';'activemq';'true';'false'
'actor';'actors';'true';'false'
'administr';'administrator';'false';'false'
'aerial';'aerial';'true';'false'
'aerospik';'aerospike';'true';'false'
'agil';'agile';'false';'false'
'ai';'ai';'true';'false'
'aiohttp';'aiohttp';'true';'false'
'airflow';'airflow';'true';'false'
'aiven';'aiven';'true';'false'
'ajax';'ajax';'true';'false'
'akka';'akka';'true';'false'
'algebra';'algebra';'false';'false'
'algorithm';'algorithm';'false';'false'
'algorithm';'algorithms';'false';'false'
'alm';'alm';'true';'false'
'amazon';'amazon';'true';'false'
'amd';'amd';'true';'false'
'android';'android';'true';'false'
'angular';'angular';'true';'false'
'ansibl';'ansible';'true';'false'
'ant';'ant';'true';'false'
'apach';'apache';'true';'false'
'api';'api';'true';'true'
'api';'apis';'true';'true'
'api.';'api.';'true';'true'
'apis.';'apis.';'true';'true'
'apollo';'apollo';'true';'false'
'appsync';'appsync';'true';'false'
'architectur';'architecture';'true';'false'
'argocd';'argocd';'true';'false'
'asp';'asp';'true';'true'
'asp.cor';'asp.core';'true';'true'
'asp.net';'asp.net';'true';'true'
'aspect';'aspect';'true';'false'
'async';'async';'true';'false'
'asynchron';'asynchronous';'true';'false'
'asyncio';'asyncio';'true';'false'
'athena';'athena';'true';'false'
'atlassian';'atlassian';'true';'false'
'aurora';'aurora';'true';'false'
'authent';'authentication';'true';'false'
'authoris';'authorisation';'true';'false'
'autom';'automation';'true';'false'
'automat';'automatic';'true';'false'
'aw';'aws';'true';'false'
'aws.';'aws.';'true';'false'
'awt';'awt';'true';'false'
'axon';'axon';'true';'false'
'azur';'azure';'true';'false'
'azure.';'azure.';'true';'false'
'babylon.j';'babylon.js';'true';'false'
'backbon';'backbone';'true';'false'
'backend';'backend';'true';'false'
'backend.';'backend.';'true';'false'
'backend:';'backend:';'true';'false'
'bacon.j';'bacon.js';'true';'false'
'balanc';'balancers';'true';'false'
'balanc';'balances';'true';'false'
'balanc';'balancing';'true';'false'
'bamboo';'bamboo';'true';'false'
'bash';'bash';'true';'true'
'bayesian';'bayesian';'true';'false'
'bdd';'bdd';'true';'false'
'beam';'beam';'true';'false'
'bem';'bem';'true';'false'
'bi';'bi';'true';'false'
'bigdata';'bigdata';'true';'false'
'bison';'bison';'true';'false'
'bitbucket';'bitbucket';'true';'false'
'blobstorag';'blobstorage';'true';'false'
'blockchain';'blockchain';'true';'false'
'blockchain';'blockchains';'true';'false'
'blockchain?';'blockchain?';'true';'false'
'bootstrap';'bootstrap';'true';'false'
'bpmn';'bpmn';'true';'false'
'broker';'broker';'true';'false'
'broker';'brokers';'true';'false'
'brokers.';'brokers.';'true';'false'
'businessanalyst';'businessanalyst';'true';'false'
'businessintellig';'businessintelligence';'true';'false'
'bytecode?';'bytecode?';'true';'false'
'c';'c';'true';'true'
'c#';'c#';'true';'true'
'c++';'c++';'true';'true'
'c++.';'c++.';'true';'true'
'c++11';'c++11';'true';'true'
'c++14';'c++14';'true';'true'
'c++develop';'c++developer';'false';'false'
'cad';'cad';'true';'false'
'cakephp';'cakephp';'true';'false'
'camel';'camel';'true';'false'
'camera';'camera';'true';'false'
'cassanda';'cassanda';'true';'false'
'cassandra';'cassandra';'true';'false'
'cassandra.';'cassandra.';'true';'false'
'cdn';'cdn';'true';'false'
'celebr';'celebrate';'true';'false'
'celeri';'celery';'true';'false'
'celery.';'celery.';'true';'false'
'chatbot';'chatbots';'true';'false'
'ci';'ci';'true';'false'
'cisco';'cisco';'true';'false'
'clickhous';'clickhouse';'true';'false'
'cloudengin';'cloudengineer';'true';'false'
'cloudflar';'cloudflare';'true';'false'
'cloudform';'cloudformation';'true';'false'
'cloudwatch';'cloudwatch';'true';'false'
'cluster';'cluster';'true';'false'
'clustered.';'clustered.';'true';'false'
'clustering.';'clustering.';'true';'false'
'cm';'cms';'true';'false'
'cocoa';'cocoa';'true';'false'
'cocos2d.j';'cocos2d.js';'true';'false'
'concurr';'concurrency';'true';'false'
'confluenc';'confluence';'true';'false'
'confluence.';'confluence.';'true';'false'
'consul';'consul';'true';'false'
'consul.';'consul.';'true';'false'
'contain';'container';'true';'false'
'contain';'containers';'true';'false'
'container';'containerization';'true';'false'
'container';'containerized';'true';'false'
'continu';'continuous';'true';'false'
'couchbas';'couchbase';'true';'false'
'cpp';'cpp';'true';'true'
'crm';'crm';'true';'false'
'crypto';'crypto';'true';'false'
'cryptocurr';'cryptocurrencies';'true';'false'
'cryptocurr';'cryptocurrency';'true';'false'
'cryptograph';'cryptographic';'true';'false'
'cs';'cs';'true';'false'
'css';'css';'true';'false'
'css.';'css.';'true';'false'
'css3';'css3';'true';'false'
'css3+';'css3+';'true';'false'
'css3:';'css3:';'true';'false'
'cucumb';'cucumber';'true';'false'
'cuda';'cuda';'true';'false'
'curl';'curl';'true';'false'
'cybersecur';'cybersecurity';'true';'false'
'cycle.j';'cycle.js';'true';'false'
'dagger';'dagger';'true';'false'
'dataanalyst';'dataanalyst';'true';'false'
'databas';'database';'true';'false'
'databas';'databases';'true';'false'
'databaseengin';'databaseengineer';'true';'false'
'databases.';'databases.';'true';'false'
'databases:';'databases:';'true';'false'
'databrick';'databricks';'true';'false'
'databricks.';'databricks.';'true';'false'
'dataengin';'dataengineer';'true';'false'
'datasci';'datascience';'true';'false'
'datascientist';'datascientist';'true';'false'
'db';'db';'true';'false'
'dba';'dba';'true';'false'
'dbm';'dbms';'true';'false'
'ddd';'ddd';'true';'false'
'ddd.';'ddd.';'true';'false'
'develop';'developer';'true';'false'
'develop';'developers';'true';'false'
'devop';'devops';'true';'false'
'devops.';'devops.';'true';'false'
'devops:';'devops:';'true';'false'
'dhcp';'dhcp';'true';'false'
'disrupt';'disrupt';'true';'false'
'distribut';'distribute';'true';'false'
'distribut';'distributed';'true';'false'
'django';'django';'true';'false'
'dn';'dns';'true';'false'
'docker';'docker';'true';'false'
'docker.';'docker.';'true';'false'
'dotnet';'dotnet';'true';'false'
'drupal';'drupal';'true';'false'
'dwh';'dwh';'true';'false'
'dynamodb';'dynamodb';'true';'false'
'dynamodb.';'dynamodb.';'true';'false'
'ec2';'ec2';'true';'false'
'eclips';'eclipse';'true';'false'
'ecmascript';'ecmascript';'true';'true'
'ejb';'ejb';'true';'false'
'elast';'elastic';'true';'false'
'elasticsearch';'elasticsearch';'true';'false'
'elb';'elb';'true';'false'
'electron';'electron';'true';'false'
'elixir';'elixir';'true';'false'
'elk';'elk';'true';'false'
'elt';'elt';'true';'false'
'elt';'elts';'true';'false'
'embed';'embedded';'true';'false'
'embeddedsystem';'embeddedsystems';'true';'false'
'ember.j';'ember.js';'true';'false'
'erlang';'erlang';'true';'true'
'erp';'erp';'true';'false'
'es';'es';'true';'true'
'es5';'es5';'true';'true'
'es5+';'es5+';'true';'true'
'es6';'es6';'true';'true'
'es6+';'es6+';'true';'true'
'espresso';'espresso';'true';'false'
'etl';'etl';'true';'false'
'etl';'etls';'true';'false'
'excel';'excel';'true';'false'
'firebas';'firebase';'true';'false'
'flask';'flask';'true';'false'
'flex';'flex';'true';'false'
'flexbox';'flexbox';'true';'false'
'flink';'flink';'true';'false'
'flow.j';'flow.js';'true';'false'
'flux';'flux';'true';'false'
'fp';'fp';'true';'false'
'front';'front';'true';'false'
'frontend';'frontend';'true';'false'
'frontend';'frontends';'true';'false'
'frontend.';'frontend.';'true';'false'
'frontend:';'frontend:';'true';'false'
'fullstack';'fullstack';'true';'false'
'fullstackdevelop';'fullstackdeveloper';'true';'false'
'fullstackdeveop';'fullstackdeveoper';'true';'false'
'function';'functional';'true';'false'
'fxbackoffic';'fxbackoffice';'true';'false'
'gamedev';'gamedev';'true';'false'
'gamedev.';'gamedev.';'true';'false'
'gamedevelop';'gamedeveloper';'true';'false'
'gcloud';'gcloud';'true';'false'
'gcp';'gcp';'true';'false'
'git';'git';'true';'false'
'git.';'git.';'true';'false'
'github';'github';'true';'false'
'gitlab';'gitlab';'true';'false'
'gitlab.';'gitlab.';'true';'false'
'gitop';'gitops';'true';'false'
'go';'go';'true';'true'
'go.';'go.';'true';'true'
'golang';'golang';'true';'true'
'golang.';'golang.';'true';'true'
'gradl';'gradle';'true';'false'
'grafana';'grafana';'true';'false'
'graphql';'graphql';'true';'false'
'graphql.';'graphql.';'true';'false'
'grpc';'grpc';'true';'false'
'grunt';'grunt';'true';'false'
'guild';'guilds';'true';'false'
'gulp';'gulp';'true';'false'
'hadoop';'hadoop';'true';'false'
'haproxi';'haproxy';'true';'false'
'haskel';'haskell';'true';'false'
'hdf';'hdfs';'true';'false'
'heidisql';'heidisql';'true';'false'
'helm';'helm';'true';'false'
'heroku';'heroku';'true';'false'
'hibern';'hibernate';'true';'false'
'hibernate.';'hibernate.';'true';'false'
'hive';'hive';'true';'false'
'html';'html';'true';'false'
'html5';'html5';'true';'false'
'http';'http';'true';'false'
'http4';'http4s';'true';'false'
'http:';'http:';'true';'false'
'https:';'https:';'true';'false'
'iaa';'iaas';'true';'false'
'iaac';'iaac';'true';'false'
'iac';'iac';'true';'false'
'iam';'iam';'true';'false'
'influxdb';'influxdb';'true';'false'
'ingress';'ingress';'true';'false'
'integr';'integration';'true';'false'
'integr';'integrational';'true';'false'
'integr';'integrations';'true';'false'
'integrationengin';'integrationengineer';'true';'false'
'integrations.';'integrations.';'true';'false'
'ios_develop';'ios_developer';'true';'false'
'iosdevelop';'iosdeveloper';'true';'false'
'iot';'iot';'true';'false'
'ip';'ip';'true';'false'
'ipsec';'ipsec';'true';'false'
'iptv';'iptv';'true';'false'
'ipv6';'ipv6';'true';'false'
'iri';'iris';'true';'false'
'istio';'istio';'true';'false'
'istqb';'istqb';'true';'false'
'j2ee';'j2ee';'true';'false'
'j2se';'j2se';'true';'false'
'java';'java';'true';'true'
'java.';'java.';'true';'true'
'java11';'java11';'true';'true'
'javadevelop';'javadeveloper';'true';'false'
'javarx';'javarx';'true';'false'
'javascript';'javascript';'true';'true'
'javascript.';'javascript.';'true';'true'
'jboss';'jboss';'true';'false'
'jd';'jd';'true';'false'
'jdbc';'jdbc';'true';'false'
'jdk';'jdk';'true';'false'
'jenkin';'jenkins';'true';'false'
'jenkins.';'jenkins.';'true';'false'
'jest';'jest';'true';'false'
'jest.j';'jest.js';'true';'false'
'jewelleri';'jewellery';'true';'false'
'jira';'jira';'true';'false'
'jm';'jms';'true';'false'
'jpa';'jpa';'true';'false'
'jqueri';'jquery';'true';'false'
'js';'js';'true';'true'
'js.';'js.';'true';'true'
'json';'json';'true';'false'
'juce';'juce';'true';'false'
'judg';'judge';'true';'false'
'jules_j';'jules_j';'true';'false'
'junit';'junit';'true';'false'
'jupyt';'jupyter';'true';'false'
'jvm';'jvm';'true';'false'
'k8';'k8s';'true';'false'
'kafka';'kafka';'true';'false'
'kafka.';'kafka.';'true';'false'
'kaiser';'kaiser';'true';'false'
'kanban';'kanban';'true';'false'
'karmanovaso1.ai';'karmanovaso1.ai';'true';'false'
'kerbero';'kerberos';'true';'false'
'kernel';'kernel';'true';'false'
'kernel.';'kernel.';'true';'false'
'keydb';'keydb';'true';'false'
'kibana';'kibana';'true';'false'
'kibana….';'kibana….';'true';'false'
'kick';'kick';'true';'false'
'kinesi';'kinesis';'true';'false'
'kiss';'kiss';'true';'false'
'knockoutj';'knockoutjs';'true';'false'
'koa.j';'koa.js';'true';'false'
'kong';'kong';'true';'false'
'kqueue';'kqueue';'true';'false'
'kubernet';'kubernetes';'true';'false'
'kubernetes.';'kubernetes.';'true';'false'
'lambda';'lambda';'true';'false'
'lamp';'lamp';'true';'false'
'laravel';'laravel';'true';'false'
'laravel.';'laravel.';'true';'false'
'lean';'lean';'true';'false'
'linq';'linq';'true';'false'
'linux';'linux';'true';'false'
'linux.';'linux.';'true';'false'
'machinelearn';'machinelearning';'true';'false'
'maco';'macos';'true';'false'
'magento';'magento';'true';'false'
'makefil';'makefile';'true';'false'
'mariadb';'mariadb';'true';'false'
'matlab';'matlab';'true';'false'
'memcach';'memcache';'true';'false'
'memcach';'memcached';'true';'false'
'meso';'mesos';'true';'false'
'messag';'message';'true';'false'
'messag';'messages';'true';'false'
'messag';'messaging';'true';'false'
'messaging.';'messaging.';'true';'false'
'meteorj';'meteorjs';'true';'false'
'micro';'micro';'true';'false'
'microservic';'microservice';'true';'false'
'microservic';'microservices';'true';'false'
'microservices.';'microservices.';'true';'false'
'ml';'ml';'true';'false'
'ml.';'ml.';'true';'false'
'mobdev';'mobdev';'true';'false'
'mobil';'mobile';'true';'false'
'mobil';'mobility';'true';'false'
'mobile.';'mobile.';'true';'false'
'mobiledev';'mobiledev';'true';'false'
'mocha';'mocha';'true';'false'
'mocha.';'mocha.';'true';'false'
'mock';'mocks';'true';'false'
'mockito';'mockito';'true';'false'
'mongodb';'mongodb';'true';'false'
'mongodb.';'mongodb.';'true';'false'
'mpp';'mpp';'true';'false'
'mqtt';'mqtt';'true';'false'
'ms';'ms';'true';'false'
'mssql';'mssql';'true';'false'
'mt4';'mt4';'true';'false'
'mt5';'mt5';'true';'false'
'mtb';'mtb';'true';'false'
'multithread';'multithreaded';'true';'false'
'multithread';'multithreading';'true';'false'
'mvc';'mvc';'true';'false'
'mvi';'mvi';'true';'false'
'mvp';'mvp';'true';'false'
'mysql';'mysql';'true';'false'
'mysql.';'mysql.';'true';'false'
'nat';'nat';'true';'false'
'nat';'nats';'true';'false'
'nativ';'native';'true';'false'
'nativescript';'nativescript';'true';'false'
'ndk';'ndk';'true';'false'
'nestj';'nestjs';'true';'false'
'net';'net';'true';'false'
'net.';'net.';'true';'false'
'network';'network';'true';'false'
'network';'networked';'true';'false'
'network';'networking';'true';'false'
'network';'networks';'true';'false'
'networking:';'networking:';'true';'false'
'networks.';'networks.';'true';'false'
'neural';'neural';'true';'false'
'neurotechnolog';'neurotechnology';'true';'false'
'nextj';'nextjs';'true';'false'
'nginx';'nginx';'true';'false'
'ngrx';'ngrx';'true';'false'
'nix';'nix';'true';'false'
'nixos.';'nixos.';'true';'false'
'nlp';'nlp';'true';'false'
'node';'node';'true';'true'
'node';'nodes';'true';'true'
'node.j';'node.js';'true';'true'
'nodej';'nodejs';'true';'true'
'nodejs.';'nodejs.';'true';'true'
'nodejsdevelop';'nodejsdeveloper';'true';'false'
'nosql';'nosql';'true';'false'
'nosql.';'nosql.';'true';'false'
'npm';'npm';'true';'false'
'object';'object';'true';'false'
'object';'objective';'true';'false'
'object';'objectives';'true';'false'
'object';'objects';'true';'false'
'ocaml';'ocaml';'true';'true'
'oidc';'oidc';'true';'false'
'olap';'olap';'true';'false'
'oo';'oo';'true';'false'
'ood';'ood';'true';'false'
'oop';'oop';'true';'false'
